Date,High,Low,Average,Last,Buy,Sell,Volume,Volume (Currency)
2015-10-13,248.11,240.0,244.055,245.687,245.687,245.686,2178889.55193,8903.30995
2015-10-12,245.02,241.263,243.1415,242.175,242.176,242.175,1916634.34966,7871.82475
2015-10-11,245.045,241.50101,243.273005,244.351,244.352,244.351,882782.68415,3631.21015
2015-10-10,244.0,240.539,242.2695,242.868,242.868,242.467,940670.16715,3881.33083
2015-10-09,242.89999,239.004,240.951995,241.569,241.6,241.553,1384957.90944,5747.10603
2015-10-08,243.996,239.50301,241.749505,240.991,240.792,240.395,1567521.57504,6490.8494
2015-10-07,244.933,241.00301,242.968005,241.87,241.87,241.769,1699380.70279,6976.76067
2015-10-06,245.17599,237.05,241.112995,242.7,242.7,242.6,2566436.26274,10658.98525
2015-10-05,239.716,234.89999,237.307995,238.424,238.424,238.423,1646456.79481,6940.50814
2015-10-04,237.2,235.004,236.102,236.426,236.462,236.408,683908.41428,2893.08357
2015-10-03,237.39999,233.186,235.292995,236.196,236.548,236.196,1062320.49053,4512.12948
2015-10-02,237.2,234.021,235.6105,234.5,234.367,234.299,1327642.82301,5632.95399
2015-10-01,237.0,232.217,234.6085,235.707,235.884,235.707,1804231.37707,7696.68618
2015-09-30,237.0,234.48,235.74,234.94,234.94,234.809,1410317.34459,5976.92677
2015-09-29,237.89999,234.0,235.949995,236.917,236.913,236.359,1376405.29813,5829.72373
2015-09-28,237.189,230.827,234.008,235.521,235.527,235.521,2021155.69851,8601.46941
2015-09-27,234.55901,231.0,232.779505,232.158,232.158,231.822,1016042.08424,4375.80989
2015-09-26,234.08299,230.13499,232.10899,234.083,233.756,233.43,1084299.20526,4673.56444
2015-09-25,236.01401,230.0,233.007005,231.869,232.221,231.7,1908081.64427,8186.61161
2015-09-24,234.39999,228.0,231.199995,233.401,233.407,233.401,1521326.54263,6569.93059
2015-09-23,230.60699,224.922,227.764495,228.496,228.5,228.494,1459008.8351,6398.14426
2015-09-22,230.5,224.00101,227.250505,227.24,227.206,227.191,1961052.71907,8601.75076
2015-09-21,230.5,224.633,227.5665,225.956,225.996,225.815,1524910.9475,6717.59851
2015-09-20,231.367,228.39301,229.880005,230.1,230.308,230.229,623261.30488,2709.11357
2015-09-19,230.47301,227.22501,228.84901,229.5,229.5,229.26,1012974.74808,4421.36177
2015-09-18,234.71001,228.145,231.427505,230.186,230.186,230.183,1724849.34079,7470.52825
2015-09-17,234.77499,226.101,230.437995,231.454,231.613,231.321,1696973.83652,7390.6805
2015-09-16,229.49899,224.10001,226.7995,227.137,227.2,227.137,1553643.13277,6847.88525
2015-09-15,230.0,225.99699,227.998495,226.98,226.98,226.979,1562441.24916,6855.22251
2015-09-14,230.0,226.11,228.055,228.707,228.941,228.785,2050148.53979,8981.74017
2015-09-13,233.995,226.03,230.0125,226.63,226.821,226.738,840327.94632,3652.24917
2015-09-12,239.008,229.701,234.3545,232.782,232.795,232.782,1339907.64281,5691.84195
2015-09-11,238.97,235.50999,237.239995,236.9,236.9,236.895,1299077.20408,5469.37584
2015-09-10,239.16499,230.265,234.714995,237.196,237.785,236.901,1937989.31956,8232.13454
2015-09-09,243.5,233.01199,238.255995,235.37,235.37,235.343,1636835.14644,6892.63033
2015-09-08,245.99899,237.015,241.506995,241.241,241.242,241.105,2030023.90736,8372.45398
2015-09-07,243.0,233.028,238.014,238.503,238.552,238.479,2091735.12398,8782.10525
2015-09-06,239.0,229.005,234.0025,236.0,236.0,235.999,1484986.51734,6334.35656
2015-09-05,231.991,224.2,228.0955,230.5,230.503,230.5,1448290.17976,6352.40223
2015-09-04,227.0,222.0,224.5,226.199,226.215,226.199,1461562.10889,6488.13849
2015-09-03,226.0,222.25,224.125,223.916,224.066,224.0,1246942.2285,5566.39803
2015-09-02,227.349,220.74001,224.044505,225.884,225.884,225.882,1378962.77833,6145.08966
2015-09-01,229.48399,221.22701,225.3555,224.116,224.116,224.114,1497049.7061,6645.05858
2015-08-31,229.019,222.23,225.6245,226.553,226.726,226.469,1506965.985,6672.51367
2015-08-30,228.423,222.42,225.4215,224.739,224.559,224.54,858566.22159,3805.86418
2015-08-29,229.87601,224.0,226.938005,224.914,224.86,224.761,1084221.35824,4781.37147
2015-08-28,231.0,216.123,223.5615,228.998,228.998,228.474,2554791.10441,11373.34661
2015-08-27,225.24699,220.226,222.736495,222.715,223.246,222.715,1571082.30436,7038.03942
2015-08-26,227.88699,216.00999,221.94849,222.245,222.245,222.228,2620254.75401,11760.05458
2015-08-25,223.41,192.0,207.705,218.2,218.578,218.2,3301572.41079,15707.30203
2015-08-24,224.086,200.0,212.043,201.536,201.546,201.517,2731699.51148,12760.99845
2015-08-23,227.81599,219.856,223.835995,222.0,222.049,222.0,1284538.47663,5754.74769
2015-08-22,230.0,217.601,223.8005,225.7,226.173,225.7,1192096.02956,5293.41817
2015-08-21,233.34801,225.0,229.174005,227.784,228.0,227.784,1430344.07643,6229.83263
2015-08-20,234.983,211.2,223.0915,232.0,232.464,231.94,1784655.03704,7843.01964
2015-08-19,247.63699,211.05,229.343495,213.815,213.824,212.5,3917003.65193,17286.72914
2015-08-18,255.983,240.345,248.164,246.4,247.386,246.727,1566403.21539,6279.33492
2015-08-17,258.0,252.0,255.0,255.782,255.666,255.649,1180257.67867,4616.39007
2015-08-16,258.98999,250.00999,254.49999,254.883,254.883,254.75,1065462.10644,4172.07281
2015-08-15,263.948,255.10001,259.524005,258.395,258.395,257.136,992124.02516,3804.20311
2015-08-14,265.0,258.0,261.5,263.045,263.114,263.068,1179534.98183,4501.39795
2015-08-13,264.5,257.47601,260.988005,260.341,261.039,260.5,1199742.79493,4607.3037
2015-08-12,269.633,259.758,264.6955,262.05,262.818,262.05,1448213.8124,5496.38944
2015-08-11,266.45099,256.89499,261.67299,265.997,265.767,264.66,1336266.12765,5130.55118
2015-08-10,263.685,256.0,259.8425,257.809,258.05,257.689,1191518.87641,4581.31777
2015-08-09,264.689,251.96001,258.324505,259.9,260.972,259.901,1375729.9163,5330.24898
2015-08-08,274.604,257.612,266.108,258.21,258.732,258.21,2695806.00813,10087.59514
2015-08-07,275.87601,269.0,272.438005,271.52,271.521,271.52,1693491.73129,6192.516
2015-08-06,279.0,272.995,275.9975,274.9,274.9,274.033,1411641.2694,5108.28511
2015-08-05,281.879,276.0,278.9395,277.829,278.107,277.829,1278050.67405,4589.98043
2015-08-04,282.233,276.51199,279.372495,280.202,280.202,280.2,1436802.64366,5132.12433
2015-08-03,282.987,277.0,279.9935,279.556,279.743,279.556,1506528.6669,5383.52659
2015-08-02,279.88901,275.10101,277.49501,279.0,279.176,279.0,880931.50751,3174.09644
2015-08-01,280.82501,275.60001,278.21251,277.999,278.0,277.843,1103787.30282,3972.7398
2015-07-31,284.20001,276.90201,280.55101,280.0,279.999,279.724,1516470.44102,5419.57893
2015-07-30,286.0,281.40399,283.701995,282.442,283.49,282.443,1273160.4373,4492.52144
2015-07-29,288.871,282.01199,285.441495,284.4,285.053,284.9,1179994.95464,4132.89161
2015-07-28,290.0,284.60901,287.304505,287.112,287.541,286.183,1537461.33239,5355.74011
2015-07-27,288.89001,280.5,284.695005,287.672,287.673,286.921,1839892.08431,6468.69363
2015-07-26,289.0,282.00101,285.500505,286.569,286.507,286.469,896196.86957,3133.97387
2015-07-25,287.23499,280.29999,283.76749,282.829,282.83,282.829,1427025.36333,5018.69851
2015-07-24,288.80301,270.0,279.401505,283.765,283.766,283.493,3186764.77109,11399.24151
2015-07-23,274.0,270.564,272.282,273.681,273.681,273.162,1082755.81431,3967.19166
2015-07-22,275.0,268.0,271.5,270.892,270.634,270.619,1692160.45246,6223.17012
2015-07-21,280.0,270.798,275.399,273.0,273.0,272.999,1828368.72324,6644.98685
2015-07-20,274.87399,264.20001,269.537,272.5,272.499,272.21,1348845.44156,4989.47769
2015-07-19,270.50299,263.19601,266.8495,265.0,267.735,265.462,1015684.32604,3795.76531
2015-07-18,280.99701,150.002,215.499505,266.665,266.665,266.197,5011112.51308,20083.5264
2015-07-17,280.0,269.0,274.5,274.0,274.898,274.0,2133412.56067,7790.86489
2015-07-16,286.98999,271.0,278.994995,276.967,276.999,276.967,3300136.86205,11853.50345
2015-07-15,289.44101,282.04099,285.741,285.824,285.824,284.501,1611634.12223,5642.21695
2015-07-14,292.96301,282.00101,287.48201,284.5,285.0,284.5,2083134.67894,7278.38243
2015-07-13,308.638,270.0,289.319,286.265,286.265,285.521,5169408.2754,18165.14307
2015-07-12,310.423,287.04501,298.734005,304.0,304.0,303.813,3585170.8334,11960.98007
2015-07-11,296.492,277.76999,287.130995,289.809,289.809,289.659,3924359.36416,13597.01006
2015-07-10,298.99899,263.20001,281.0995,282.999,283.0,282.324,11394557.3888,40546.6407
2015-07-09,270.89001,263.10999,267.0,270.592,270.591,270.256,3554091.58424,13257.70645
2015-07-08,271.0,261.64001,266.320005,263.6,263.611,263.134,3013305.14699,11334.9507
2015-07-07,270.14001,260.01099,265.0755,262.899,262.998,262.7,2496848.06652,9494.6398
2015-07-06,272.99399,263.07001,268.032,270.0,270.0,269.523,3963385.27103,14770.28979
2015-07-05,270.0,253.8,261.9,266.91,266.986,266.837,2740126.07189,10430.18829
2015-07-04,260.0,251.0,255.5,259.504,259.659,259.552,1321800.95937,5191.58951
2015-07-03,255.992,252.50101,254.246505,253.4,253.595,253.4,1466906.89887,5778.79866
2015-07-02,259.95001,253.5,256.725005,255.992,255.762,255.112,1593286.84216,6221.31941
2015-07-01,265.0,254.355,259.6775,258.067,258.084,258.067,2077093.39687,8038.83603
2015-06-30,269.40701,254.36,261.883505,262.806,263.012,262.395,4035038.70141,15385.64909
2015-06-29,257.38501,246.10001,251.74251,255.043,255.039,255.034,2820061.05573,11172.83945
2015-06-28,250.0,245.33,247.665,246.642,246.642,246.25,989133.74967,3983.1887
2015-06-27,250.0,242.192,246.096,249.506,249.135,248.741,2147074.22061,8746.94054
2015-06-26,244.755,241.0,242.8775,242.49,242.659,242.344,1172172.48282,4829.89533
2015-06-25,245.304,240.10001,242.702005,243.033,243.244,243.033,1397739.5166,5738.71425
2015-06-24,246.065,240.125,243.095,240.548,240.548,240.454,1503014.49941,6174.09807
2015-06-23,248.75101,242.186,245.468505,245.45,245.45,244.996,1239197.69165,5050.64485
2015-06-22,249.39999,243.06799,246.23399,248.301,248.302,248.291,1631046.59726,6637.67516
2015-06-21,246.987,240.567,243.777,243.279,243.279,243.278,1061800.40938,4344.75599
2015-06-20,250.888,240.0,245.444,245.4,245.4,245.289,1841162.01243,7539.8512
2015-06-19,250.0,242.16,246.08,244.0,243.97,243.849,1889557.62918,7678.18359
2015-06-18,252.0,244.00999,248.004995,248.699,248.642,248.022,2113533.04024,8517.48284
2015-06-17,257.03799,244.89999,250.96899,247.501,247.647,247.501,4359324.23112,17378.46418
2015-06-16,253.381,236.0,244.6905,247.77,247.79,247.77,3620003.45925,14866.68395
2015-06-14,236.0,233.0,234.5,234.318,234.318,234.268,1344547.99499,5732.61365
2015-06-13,234.0,230.22,232.11,233.849,233.849,233.71,1053617.25373,4546.37672
2015-06-12,233.10001,230.10001,231.60001,231.51,232.213,231.504,1347190.09094,5807.13976
2015-06-11,231.81,229.5,230.655,230.807,230.807,230.71,1499032.12676,6496.16854
2015-06-10,232.5,229.196,230.848,230.113,230.3,230.113,1348641.72728,5855.25588
2015-06-09,232.54601,227.59399,230.07,230.076,230.076,230.002,1740238.4301,7555.08301
2015-06-08,230.901,224.66,227.7805,229.9,229.9,229.053,1810578.24584,7958.82776
2015-06-07,228.39999,224.89301,226.6465,225.5,225.515,225.505,847928.07429,3740.77997
2015-06-06,228.39999,225.50101,226.9505,227.54,227.003,227.0,951831.16097,4190.77052
2015-06-04,228.69901,224.41,226.554505,225.715,225.715,225.432,1564672.82899,6890.34177
2015-06-03,229.362,226.0,227.681,227.6,227.8,227.6,1895292.04326,8320.85034
2015-06-02,229.67,222.00301,225.836505,227.798,228.0,227.798,2401804.589,10607.96778
2015-06-01,232.83501,223.0,227.917505,223.7,223.756,223.667,2147801.30546,9393.01928
2015-05-31,235.8,231.0,233.4,231.879,231.879,231.392,1243714.73795,5335.64462
2015-05-30,238.49899,232.86501,235.682,235.033,235.051,235.042,1120852.10585,4757.61123
2015-05-29,240.0,237.10001,238.550005,238.0,238.0,237.8,1361822.79848,5719.30108
2015-05-28,240.12399,237.66299,238.89349,239.147,239.147,239.133,1109839.73624,4648.22561
2015-05-27,240.10001,237.011,238.555505,238.233,238.791,238.303,1899175.86307,7947.87707
2015-05-26,240.338,236.209,238.2735,237.856,237.856,237.84,1597036.11994,6698.37846
2015-05-24,244.0,239.257,241.6285,242.409,242.665,242.409,952946.42643,3950.51945
2015-05-23,243.05,239.11,241.08,239.501,240.139,239.626,1307765.15654,5426.72531
2015-05-20,235.99001,231.5,233.745005,233.843,233.843,233.769,1373117.53271,5875.1005
2015-05-19,234.84801,231.82001,233.33401,232.39,232.547,232.39,1599839.78699,6856.99847
2015-05-18,237.81799,231.58501,234.7015,232.34,232.34,232.021,1483932.87036,6299.9846
2015-05-17,238.104,235.03999,236.571995,236.165,236.189,236.178,837853.93669,3537.40772
2015-05-16,238.345,235.0,236.6725,236.8,236.787,236.761,1363322.84136,5753.95206
2015-05-15,239.34,236.00301,237.671505,237.345,237.349,237.345,1236823.07488,5208.93541
2015-05-14,239.077,233.354,236.2155,236.99,236.617,236.504,2087829.04108,8824.9971
2015-05-13,243.7,235.39101,239.545505,235.87,235.87,235.518,2188667.39657,9057.6802
2015-05-12,243.75,238.78999,241.269995,241.243,241.257,241.243,1831393.18243,7588.64368
2015-05-11,243.84399,239.7,241.771995,242.247,242.248,242.247,1481848.65081,6137.03047
2015-05-10,245.196,238.75,241.973,240.0,240.904,240.0,1340496.29883,5551.16591
2015-05-09,247.99899,238.86,243.429495,241.344,241.344,241.102,1733826.55959,7148.32673
2015-05-08,245.0,235.991,240.4955,243.8,244.0,243.8,2312341.63604,9599.9896
2015-05-07,239.75,230.10001,234.925005,238.101,239.172,238.201,2286320.03047,9770.92018
2015-05-06,239.0,230.10001,234.550005,231.103,231.103,231.102,1913051.35093,8138.68293
2015-05-05,239.30499,232.722,236.013495,237.527,237.536,237.527,1362292.81566,5768.35346
2015-05-04,243.41701,237.14999,240.2835,238.922,238.924,238.923,1577157.30953,6570.98989
2015-05-03,243.989,234.33,239.1595,240.309,240.548,240.309,1706476.31601,7094.58896
2015-05-02,236.765,232.60001,234.682505,236.302,236.299,236.294,1092438.7441,4657.50074
2015-05-01,240.89999,233.927,237.413495,234.18,234.664,234.343,1725749.68194,7289.53626
2015-04-30,244.0,226.222,235.111,237.553,238.054,237.153,3382532.54361,14399.17761
2015-04-29,230.052,225.03999,227.545995,227.503,227.6,227.503,1678435.69844,7383.89858
2015-04-28,248.79601,224.0,236.398005,226.975,228.366,227.078,3317939.99074,14435.72437
2015-04-27,269.254,215.00101,242.127505,238.827,239.0,238.0,9967587.85882,43382.08643
2015-04-26,226.28999,210.86,218.574995,216.563,216.563,216.525,2245090.04663,10362.03656
2015-04-25,230.035,224.39999,227.217495,226.347,226.352,225.797,1332080.32801,5878.78818
2015-04-24,234.16701,226.87199,230.5195,228.377,228.38,228.36,1749326.16945,7620.00865
2015-04-23,234.0,230.123,232.0615,232.0,232.01,232.0,1365830.95026,5884.74381
2015-04-22,236.741,229.48,233.1105,231.224,231.205,230.808,2705083.67721,11599.68699
2015-04-21,233.0,220.0,226.5,230.33,230.715,230.636,2572520.75538,11467.60998
2015-04-20,224.842,219.52,222.181,221.716,221.716,221.288,1311614.95372,5910.21371
2015-04-19,225.0,219.46201,222.231005,220.801,220.801,220.05,1014225.25765,4553.79287
2015-04-18,222.981,218.058,220.5195,222.399,222.325,221.493,1105070.40313,5001.74808
2015-04-17,227.28,219.43201,223.356005,221.789,221.789,221.737,1537764.74394,6905.59682
2015-04-16,228.31,219.964,224.137,227.2,227.199,226.977,2016184.21431,8970.26953
2015-04-15,223.479,214.67,219.0745,220.8,220.8,219.961,2030745.09238,9249.21533
2015-04-14,224.51401,214.0,219.257005,214.67,214.67,214.495,2810574.27338,12891.6115
2015-04-13,234.41,219.287,226.8485,220.6,220.698,220.6,2266479.56254,9959.2308
2015-04-12,234.99899,227.05499,231.02699,233.261,233.325,233.035,1339495.66198,5772.93644
2015-04-11,235.49001,228.10001,231.79501,232.91,233.669,232.911,1354424.27215,5844.26951
2015-04-10,242.90601,229.0,235.953005,231.19,231.19,231.152,2026572.94966,8624.05981
2015-04-09,244.429,235.616,240.0225,240.676,240.676,239.998,2151892.50204,8944.2303
2015-04-08,250.50999,241.0,245.754995,242.993,243.733,242.993,1886723.48872,7706.07525
2015-04-07,252.0,243.5,247.75,249.225,249.111,248.883,2548942.24887,10292.63251
2015-04-06,258.841,248.0,253.4205,250.74,250.74,250.149,2232972.51737,8815.12258
2015-04-05,255.58501,247.0,251.292505,254.1,254.1,253.065,1295615.11617,5146.95494
2015-04-04,252.00301,246.61,249.306505,250.0,250.0,249.87,1165098.17676,4675.26474
2015-04-03,253.0,246.687,249.8435,251.263,251.17,250.506,1966043.20284,7867.45608
2015-04-02,253.3,238.972,246.136,247.99,247.99,247.5,2710393.74192,11019.5807
2015-04-01,244.974,236.914,240.944,243.601,243.606,243.601,1936315.59423,8047.43001
2015-03-31,247.98199,238.0,242.990995,242.673,242.673,242.5,2599645.50974,10713.38733
2015-03-30,247.5,234.08299,240.791495,244.244,244.244,243.598,2673895.98912,11049.3172
2015-03-29,251.0,236.0,243.5,240.204,240.049,239.437,2169328.99225,8977.15705
2015-03-28,252.46899,244.252,248.360495,250.37,250.449,250.37,1864941.86905,7464.58515
2015-03-27,248.213,242.942,245.5775,245.801,245.801,245.754,1539105.68955,6263.32721
2015-03-26,252.94,241.0,246.97,245.0,245.0,244.099,2691749.44025,10835.56093
2015-03-25,249.785,235.42,242.6025,245.782,246.57,245.782,3322472.13294,13637.89125
2015-03-24,265.26901,243.293,254.281005,248.953,249.01,249.0,3280351.54564,12976.90498
2015-03-23,270.0,256.60001,263.300005,263.6,264.326,263.555,2097655.73555,7921.31348
2015-03-22,269.48999,257.0,263.244995,267.0,267.04,267.0,1781369.97473,6781.88317
2015-03-21,266.0,251.987,258.9935,257.5,257.5,257.451,1892864.24089,7359.73684
2015-03-20,261.0,254.0,257.5,258.25,258.25,257.005,1885017.46076,7341.76738
2015-03-19,260.0,243.0,251.5,256.98,256.455,256.421,3173097.2507,12542.03906
2015-03-18,282.58899,244.0,263.294495,250.973,250.994,250.298,5986986.7732,22755.84779
2015-03-17,289.32199,279.77399,284.54799,281.0,281.0,280.84,1869799.69478,6556.95989
2015-03-16,291.0,280.19,285.595,287.651,287.782,287.651,2512728.71368,8737.37073
2015-03-15,282.20001,274.14999,278.175,282.0,281.512,280.556,1382642.14581,4963.37429
2015-03-14,287.10001,272.25,279.675005,277.789,277.789,276.722,3288935.55375,11823.68984
2015-03-13,291.98999,285.0,288.494995,286.998,286.998,286.58,2581441.81891,8964.5734
2015-03-12,296.0,290.0,293.0,291.912,291.918,291.912,2027762.78363,6942.37962
2015-03-11,295.0,285.013,290.0065,292.11,293.0,292.88,3397611.09815,11689.28542
2015-03-10,299.0,285.0,292.0,290.0,290.0,289.62,4462303.29399,15341.44558
2015-03-09,294.50699,270.716,282.611495,286.0,285.985,285.592,4484556.79976,15890.24494
2015-03-08,276.53699,270.0,273.268495,271.269,271.97,271.969,1245307.78167,4570.59066
2015-03-07,275.02399,267.021,271.022495,272.58,272.58,272.2,1211726.38215,4464.70775
2015-03-06,276.49899,266.01001,271.2545,269.99,269.99,269.858,2018655.50312,7480.10528
2015-03-05,276.034,259.0,267.517,270.808,270.811,270.268,3026767.07507,11314.23187
2015-03-04,280.448,261.0,270.724,267.235,267.365,267.278,3879989.77833,14195.3558
2015-03-03,285.0,262.00101,273.500505,275.16,275.292,275.053,5402995.25495,19979.38731
2015-03-02,268.517,247.0,257.7585,265.592,265.591,265.46,3593661.98723,13946.70308
2015-03-01,255.91299,238.0,246.956495,251.703,251.6,251.579,2156252.19949,8744.97507
2015-02-28,249.679,243.67999,246.679495,247.756,247.918,247.756,1381644.46062,5596.07421
2015-02-27,254.293,230.53999,242.416495,248.61,249.0,248.61,4954637.8836,20226.57897
2015-02-26,232.198,228.0,230.099,230.818,231.558,230.651,1449585.68619,6294.68936
2015-02-25,233.0,228.782,230.891,230.99,230.99,230.956,1341488.85936,5804.6782
2015-02-24,233.98801,227.776,230.882005,231.38,231.718,231.281,1822438.71442,7880.38025
2015-02-23,234.0,225.0,229.5,232.67,232.67,232.669,1570823.42051,6841.5568
2015-02-22,239.0,224.72099,231.860495,230.1,229.902,229.214,1740974.67773,7481.43928
2015-02-21,239.024,235.75301,237.388505,237.087,238.0,237.087,1268345.63374,5339.50224
2015-02-20,241.493,231.12,236.3065,238.0,237.955,237.865,3318367.52475,13995.72349
2015-02-19,239.0,231.06,235.03,236.947,236.778,236.44,1890891.70682,8058.8021
2015-02-18,243.0,228.00999,235.504995,232.485,231.868,231.442,2215445.24321,9444.10834
2015-02-17,243.791,229.86501,236.828005,238.5,238.877,238.791,2391010.20845,10095.815
2015-02-16,237.99699,224.26601,231.1315,232.47,232.5,232.47,3007909.65487,12959.58463
2015-02-15,265.01099,220.0,242.505495,230.146,230.146,230.126,7225692.94493,29696.41882
2015-02-14,259.0,231.25,245.125,256.0,256.5,256.0,4515199.62811,18436.45217
2015-02-13,235.987,216.61301,226.300005,231.801,231.826,231.801,4998871.40621,21802.38432
2015-02-12,219.0,214.39,216.695,218.76,218.928,218.273,1296744.03001,5982.5238
2015-02-11,221.0,214.75301,217.876505,216.697,216.63,216.033,1961727.36575,8994.89481
2015-02-10,221.0,213.0,217.0,217.829,217.818,217.795,2219580.06677,10224.14259
2015-02-09,222.50101,212.666,217.583505,218.451,218.451,217.577,2400848.60924,10996.05961
2015-02-08,227.0,218.0,222.5,221.501,221.499,220.535,1410876.8765,6336.14447
2015-02-07,225.998,216.0,220.999,224.33,224.206,224.169,2214919.90074,9961.00705
2015-02-06,223.0,213.16,218.08,220.001,220.985,220.001,2028614.0885,9310.48384
2015-02-05,225.0,211.34,218.17,214.15,215.395,214.15,2128577.73767,9708.58148
2015-02-04,228.0,217.802,222.901,224.0,224.004,223.116,2185574.83706,9824.28825
2015-02-03,241.672,220.603,231.1375,225.0,225.0,224.931,4900368.4853,21108.78292
2015-02-02,236.0,218.013,227.0065,234.967,234.967,234.003,2743827.58636,12295.94713
2015-02-01,227.299,208.0,217.6495,222.5,222.5,222.426,2977090.7417,13786.29789
2015-01-31,227.28,215.89999,221.589995,218.44,218.44,218.439,2041495.32653,9173.91117
2015-01-30,235.0,218.32401,226.662005,222.5,222.5,221.71,2684351.77068,11875.01945
2015-01-29,234.0,213.01401,223.507005,225.0,225.599,225.214,3722726.88763,16636.54456
2015-01-28,255.37601,212.007,233.691505,225.0,224.999,224.567,5739968.00199,24580.37555
2015-01-27,266.13199,241.0,253.565995,252.678,252.94,252.78,4614981.69486,18321.21456
2015-01-26,304.10999,240.00101,272.0555,262.01,262.009,262.006,13566072.9145,49594.11604
2015-01-25,253.987,239.013,246.5,248.719,248.719,248.021,3516320.53498,14314.47842
2015-01-24,247.23,225.60001,236.415005,243.84,243.839,242.743,3494169.03414,14756.48002
2015-01-23,230.994,221.00999,226.001995,228.0,228.0,227.595,2525648.98966,11168.3594
2015-01-22,234.79201,218.5,226.646005,228.205,228.651,228.205,4079320.35493,17886.68825
2015-01-21,225.11099,207.424,216.267495,220.0,220.0,219.534,3627082.87416,16867.99741
2015-01-20,212.004,203.326,207.665,208.0,208.0,207.999,2314625.77107,11093.69451
2015-01-19,215.8,204.0,209.9,211.67,211.48,211.1,2259134.51658,10795.52049
2015-01-18,217.70399,192.0,204.851995,206.802,206.895,206.526,4280853.97774,20665.23986
2015-01-17,212.0,193.933,202.9665,197.368,197.37,197.2,2377416.7691,11882.92765
2015-01-16,220.0,196.0,208.0,204.996,204.999,204.853,5264743.83139,25238.02811
2015-01-15,227.75999,163.05901,195.4095,204.554,204.554,203.95,10355482.5859,51585.8119
2015-01-14,223.24001,162.67999,192.96,168.115,168.115,167.57,11542069.1257,60348.41257
2015-01-13,265.996,211.99001,238.993005,216.064,216.216,215.761,8907896.15395,37761.8762
2015-01-12,269.99899,257.20001,263.5995,264.96,264.96,264.929,3073004.73565,11603.39886
2015-01-11,278.466,260.10101,269.283505,262.999,262.863,262.574,2030596.67056,7576.29565
2015-01-10,287.98001,267.30099,277.6405,271.991,271.991,271.937,2004098.17286,7281.54554
2015-01-09,292.12201,277.10599,284.614,285.207,285.206,285.046,2519024.61705,8874.00061
2015-01-08,294.99899,282.25101,288.625,283.367,283.5,283.102,2206483.17632,7693.59854
2015-01-06,286.28,270.0,278.14,283.468,283.734,283.2,2313670.64825,8353.00164
2015-01-05,279.58899,262.29999,270.94449,275.13,275.146,275.13,3157364.83232,11655.09984
2015-01-04,290.0,260.0,275.0,262.85,262.949,262.85,5964521.08565,21771.88988
2015-01-03,313.81,280.754,297.282,284.7,284.829,283.617,4024193.56231,13536.54578
2015-01-02,315.39999,310.97101,313.1855,312.512,313.0,312.512,614268.11818,1964.24305
2015-01-01,318.11401,312.24899,315.1815,312.612,312.612,312.25,806377.82105,2564.45392
2014-12-31,315.0,307.44,311.22,315.0,315.0,314.993,1339889.43989,4317.45769
2014-12-30,313.98999,307.358,310.673995,309.012,309.997,309.068,1081814.66444,3485.17971
2014-12-29,317.0,310.00299,313.501495,310.489,310.489,310.398,1151891.69173,3680.58367
2014-12-28,317.0,307.0,312.0,313.454,313.752,313.454,1006665.61915,3223.91246
2014-12-27,326.49899,307.57901,317.039,312.299,312.478,312.299,1418997.77884,4493.80253
2014-12-26,329.0,314.70001,321.850005,325.999,325.999,325.0,1363954.70576,4230.72322
2014-12-25,320.99899,315.38,318.189495,317.06,317.06,317.053,908197.06594,2856.9343
2014-12-24,330.99899,317.01001,324.0045,319.424,319.419,318.777,1523594.51021,4678.8014
2014-12-23,334.56,326.0,330.28,330.064,330.064,329.432,1721129.99007,5219.51028
2014-12-22,332.32999,314.95499,323.64249,328.0,327.862,327.82,2293783.46662,7044.1477
2014-12-21,328.96899,314.00101,321.485,317.0,317.851,316.939,1952833.57901,6117.9568
2014-12-20,330.00299,309.0,319.501495,327.0,327.45,327.0,2381460.17717,7392.19372
2014-12-19,317.5,304.00201,310.751005,314.703,314.821,314.466,1845502.35221,5918.24534
2014-12-18,324.0,304.0,314.0,310.269,310.269,310.268,3256774.79241,10449.65128
2014-12-17,329.0,312.81,320.905,317.157,317.157,317.156,2825361.781,8865.55655
2014-12-16,340.0,320.0,330.0,323.012,323.012,323.011,2590412.24193,7898.66417
2014-12-15,344.99799,335.069,340.033495,338.0,338.123,338.0,1448413.48838,4270.68349
2014-12-14,346.95999,336.41101,341.6855,343.014,343.059,342.01,1731435.72685,5075.15352
2014-12-13,347.75101,339.06699,343.409,342.589,342.346,341.86,847277.3338,2468.99713
2014-12-12,349.86401,340.05301,344.95851,346.207,346.271,346.242,1223733.96141,3544.08142
2014-12-11,356.995,332.51001,344.752505,342.0,342.0,340.071,2813578.16239,8114.85683
2014-12-10,348.0,340.0,344.0,341.79,341.79,341.754,1555544.31717,4520.48049
2014-12-09,358.98999,337.146,348.067995,347.969,347.967,346.993,3095326.23505,8932.71791
2014-12-08,368.996,357.0,362.998,357.878,358.5,357.84,1628594.18549,4503.12566
2014-12-07,371.34201,367.01001,369.17601,368.0,368.996,368.0,744732.40536,2017.28683
2014-12-06,372.0,362.95999,367.479995,367.268,367.598,367.381,1032306.10242,2801.39299
2014-12-05,373.0,360.35999,366.679995,371.934,371.173,370.522,1501671.72977,4100.07503
